name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source
Montlingen,,,,Montlingen,CH,0.38,Hydro,Run-of-river,,1989,,47.3392405944,9.57926456954,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Gstaldenbach, Heiden",,,,"Heiden, Hinterlochen",CH,0.72,Hydro,Run-of-river,,1982,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Lochmühle,,,,"Untereggen, Lochmüli",CH,0.63,Hydro,Run-of-river,,2003,,47.4603255412,9.43979811879,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Morgental (Abwasser)",,,,Steinach,CH,1.2,Hydro,Run-of-river,,2014,,47.5005666197,9.42790432392,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Schaffhausen,,,,Schaffhausen,CH,28.9,Hydro,Run-of-river,,1964,,47.6931243898,8.63042746026,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Engeweiher,,,,Schaffhausen,CH,5,Hydro,"Pumped storage with natural inflow",,1993,,47.6934840779,8.63043555306,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Neuhausen,,,,Neuhausen,CH,5.6,Hydro,Run-of-river,,2011,,47.6798806585,8.61494656661,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Rheinau,,,,Rheinau,CH,36.8,Hydro,Run-of-river,,2005,,47.6389102371,8.60166117811,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Giessen,,,,"Nesslau, unterer Giessenfall",CH,1.9,Hydro,Run-of-river,,2001,,47.2178452198,9.20939259186,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Nesslau (Ijentalerbach)",,,,"Nesslau, Schneit",CH,1.25,Hydro,Run-of-river,,2010,,47.2216373141,9.18495516077,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Herrentöbeli,,,,Krummenau,CH,0.84,Hydro,Run-of-river,,1991,,47.2447757187,9.17791678684,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Trempel,,,,"Trempel, Ebnat-Kappel",CH,1.8,Hydro,Run-of-river,,2007,,47.2494883643,9.16366835457,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Im Roos",,,,"Ebnat - Kappel",CH,0.86,Hydro,Run-of-river,,2004,,47.2585402791,9.12960201415,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Stadtbrücke, Lichtensteig",,,,Lichtensteig,CH,0.57,Hydro,Run-of-river,,2013,,47.3232416909,9.08494859192,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Dietfurt,,,,Bütschwil,CH,0.98,Hydro,Run-of-river,,2002,,47.3444435336,9.08070597557,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Soor,,,,Bütschwil,CH,0.98,Hydro,Run-of-river,,2001,,47.3564409783,9.07842778781,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Mülau,,,,"Mülau bei Bazenheid Kirchberg",CH,1.37,Hydro,Run-of-river,,2010,,47.410872339,9.07811617053,,"Renewable energy",Hydro,,,"- Ersatz alte Zentrale Mülau im Jahr 2010;  ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Niederglatt-Gossau,,,,Glattmüli,CH,0.35,Hydro,Run-of-river,,1967,,47.4314001196,9.17553013871,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Bischofszell,,,,Bischofszell,CH,1.02,Hydro,Run-of-river,,1935,,47.4930279409,9.23422119529,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Seealp - Wasserauen",,,,Rässenaueli,CH,2.5,Hydro,Reservoir,,2005,,47.2807040389,9.42116368952,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Rossfall,,,,Urnäsch,CH,0.38,Hydro,Run-of-river,,1991,,47.2868596876,9.27779379793,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"EW Zürchersmühle",,,,Urnäsch,CH,0.36,Hydro,Run-of-river,,1987,,47.3318002224,9.29178339624,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Kubel,,,,"St. Gallen",CH,15,Hydro,Run-of-river,,1976,,47.4019094764,9.32364063827,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Sittertal,,,,"St. Gallen, Sittertal",CH,0.46,Hydro,Run-of-river,,2007,,47.410010524,9.32339732284,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Kraftwerk Grafenau",,,,"St. Gallen, Grafenau",CH,0.31,Hydro,Run-of-river,,2018,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Burentobel,,,,"St. Gallen",CH,0.3,Hydro,Run-of-river,,2008,,47.4191628646,9.34135118586,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Erlenholz,,,,Wittenbach,CH,0.48,Hydro,Run-of-river,,2003,,47.4572264157,9.36804900144,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Thurfeld,,,,Schönenberg,CH,1.7,Hydro,Run-of-river,,2011,,47.5192647047,9.20708697249,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Au-Schönenberg,,,,"Schönenberg an der Thur",CH,2.3,Hydro,Run-of-river,,2002,,47.5239809806,9.18679102533,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Bürglen (Säge)",,,,Bürglen,CH,0.44,Hydro,Run-of-river,,2008,,47.547257475,9.15221424841,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Kleinwasserkraftwerk Bürglen",,,,Bürglen,CH,0.99,Hydro,Run-of-river,,2016,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Thur,,,,Bürglen,CH,0.7,Hydro,Run-of-river,,1976,,47.5502758294,9.1427446335,,"Renewable energy",Hydro,,,"- Thur 1 und Thur 2 sind in der Zentrale Thur zusammengefasst.  ; - Rechtsgrundlagen:  Konzessionsablauf Thur 1 = 2036, Konzessionsablauf Thur 2 = 2027.            ;                     	             ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Weinfelden (Model)",,,,Weinfelden,CH,0.4,Hydro,Run-of-river,,1948,,47.5608510601,9.1021506291,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Weinfelden (Mühle)",,,,Weinfelden,CH,0.4,Hydro,Run-of-river,,1948,,47.5607188536,9.09882399502,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Widen,,,,"Weinfelden, untere Widen",CH,0.83,Hydro,Run-of-river,,1989,,47.5647136507,9.07728471582,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Murkart,,,,Matzingen,CH,0.34,Hydro,Run-of-river,,2008,,47.5374877465,8.91438251912,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Schlossmühle, Frauenfeld",,,,"Frauenfeld, Schlossmühlestr.",CH,0.31,Hydro,Run-of-river,,2012,,47.5538872916,8.89796299427,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Kollbrunn,,,,"Kollbrunn, Gmde. Zell",CH,0.37,Hydro,Run-of-river,,2010,,47.4592833018,8.76883185531,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Sennhof,,,,"Sennhof, Illnau-Effretikon",CH,0.47,Hydro,Run-of-river,,2014,,47.4661750376,8.75613687859,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Pfungen,,,,Neftenbach,CH,0.35,Hydro,Run-of-river,,1994,,47.5214894015,8.64091948594,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Hard Wülflingen",,,,"Hard, Wülflingen in Winterthur",CH,0.58,Hydro,Run-of-river,,2015,,47.5179055877,8.67376758421,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Freienstein,,,,Freienstein,CH,0.6,Hydro,Run-of-river,,2004,,47.528692361,8.58703091713,,"Renewable energy",Hydro,,,"- Ersatz alte Zentrale Freienstein im Jahr 2004; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Trümpler,,,,Oberuster,CH,0.42,Hydro,Run-of-river,,2000,,47.3456402562,8.73992340849,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Eglisau,,,,Zweidlen,CH,46.9,Hydro,Run-of-river,,2012,,47.5749161402,8.47332208664,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Reckingen,,,,Reckingen,CH,39.5,Hydro,Run-of-river,,2004,,47.5710071549,8.3380806201,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Wunderklingen,,,,Hallau,CH,0.42,Hydro,Run-of-river,,1968,,47.6978059267,8.4073779118,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Albbruck-Dogern,,,,Leibstadt,CH,28.4,Hydro,Run-of-river,,2009,,47.58581763,8.13293948536,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Laufenburg,,,,Laufenburg,CH,110,Hydro,Run-of-river,,1992,,47.5558907696,8.04884507333,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Rheinkraftwerk Säckingen",,,,"Bad Säckingen",CH,73.6,Hydro,Run-of-river,,1966,,47.5578674161,7.95679136018,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Ryburg-Schwörstadt,,,,Schwörstadt,CH,120,Hydro,Run-of-river,,1984,,47.5863232345,7.83343789289,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Ryburg-Schwörstadt Lockstromz.",,,,"Schwörstaddt, KW Ryburg-Schw.",CH,0.35,Hydro,Run-of-river,,2014,,47.5874006466,7.83397764783,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Rheinfelden,,,,Rheinfelden,CH,100,Hydro,Run-of-river,,2010,,47.5688531592,7.8129757269,12W-0000000080-7,"Renewable energy",Hydro,,,"- Ersatz alte Zentrale Rheinfelden im Jahr 2010;  ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Rheinfelden-Dotierzentrale,,,,Rheinfelden,CH,1.8,Hydro,Run-of-river,,2011,,47.5688531592,7.8129757269,12W-0000000080-7,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Augst,,,,Augst,CH,35,Hydro,Run-of-river,,1994,,47.5367624123,7.70968848078,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Wyhlen,,,,Grenzach-Wyhlen,CH,38.5,Hydro,Run-of-river,,1994,,47.5387456625,7.70770633233,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Birsfelden,,,,Birsfelden,CH,100,Hydro,Run-of-river,,1999,,47.5598609367,7.62636460556,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Moutier,,,,"Gorges de Court",CH,0.92,Hydro,Run-of-river,,1979,,47.2656875543,7.34903942074,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Choindez,,,,Choindez,CH,0.58,Hydro,Run-of-river,,2003,,47.3222821543,7.37844081384,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Blanches-Fontaines Undervelier",,,,"Undervelier, Blanches-Fontaine",CH,0.32,Hydro,Run-of-river,,2001,,47.2948384497,7.22127698932,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Bassecourt,,,,"Chez Theurillat, Haute-Sorne",CH,1.03,Hydro,Run-of-river,,2001,,47.331015929,7.23197724871,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Bellerive,,,,Soyhières,CH,0.52,Hydro,Run-of-river,,2002,,47.3828021223,7.35916951758,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Juramill,,,,Laufen,CH,0.35,Hydro,Run-of-river,,1997,,47.4105191351,7.49467015206,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Laufen (Wasserfall)",,,,Laufen,CH,0.72,Hydro,Run-of-river,,1995,,47.4196898837,7.50117302601,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Zwingen, Obermatt",,,,Zwingen,CH,0.38,Hydro,Run-of-river,,2005,,47.4364944597,7.52399277792,,"Renewable energy",Hydro,,,"#NAME?; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Nenzlingen,,,,Nenzlingen,CH,0.34,Hydro,Run-of-river,,1997,,47.4438497021,7.5478685338,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Moos,,,,Grellingen,CH,0.98,Hydro,Run-of-river,,1999,,47.4387770608,7.58113219065,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Büttenen 2",,,,Grellingen,CH,0.5,Hydro,Run-of-river,,2000,,47.4428086273,7.59347246718,,"Renewable energy",Hydro,,,"- Nutzungsdauer:  Bezogen auf die Ausbauwassermenge von 13.0 m3/s (Zentralen Büttenen 1 und Büttenen 2);                        ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Büttenen 1",,,,Grellingen,CH,0.55,Hydro,Run-of-river,,1999,,47.4428086273,7.59347246718,,"Renewable energy",Hydro,,,"- Nutzungsdauer:  Bezogen auf die Ausbauwassermenge von 13.0 m3/s (Zentralen Büttenen 1 und Büttenen 2);                         ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Dornachbrugg,,,,Dornach,CH,1.54,Hydro,Run-of-river,,1996,,47.4890184953,7.60740615434,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Neuewelt,,,,Münchenstein,CH,1.07,Hydro,Run-of-river,,1998,,47.5257818674,7.62173011689,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Am. de dotation du Kembs 1",,,,"Barrage de Kembs",CH,2.85,Hydro,Run-of-river,,1966,,47.6194755433,7.57030818507,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Am. de dotation du Kembs 2",,,,"Barrage de Kembs",CH,8.4,Hydro,Run-of-river,,2016,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
Kembs,,,,"Kembs, Loechle",CH,155,Hydro,Run-of-river,,1983,,47.6549559529,7.51941590623,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Grimsel 2",,,,"Grimsel, Chessituren",CH,388,Hydro,"Pumped storage with natural inflow",,1981,,46.5680720667,8.31932651704,12W-0000000031-O,"Renewable energy",Hydro,,,"- Zentrale Grimsel 2 praktiziert Umwälzbetrieb            ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"KW Grimsel Nollen",,,,"Guttannen, Spitelnollen",CH,1.1,Hydro,Run-of-river,,2017,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Grimsel 1-Oberaarsee",,,,"Grimsel, Sommerloch u.Hospiz",CH,33.6,Hydro,Reservoir,,2006,,46.5753380766,8.33353407357,12W-0000000031-O,"Renewable energy",Hydro,,,"- Zentralen Grimsel 1 (Oberaarsee) und Grimsel 1 (Grimselsee) in einer Kaverne;     ;                                                    ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Grimsel 1-Grimselsee",,,,"Grimsel, Sommerloch, u.Hospiz",CH,32.2,Hydro,Reservoir,,2007,,46.5753380766,8.33353407357,12W-0000000031-O,"Renewable energy",Hydro,,,"- Zentralen Grimsel 1 (Oberaarsee) und Grimsel 1 (Grimselsee) in einer Kaverne;    ;                                                    ; ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Handeck 1",,,,Handegg,CH,44.8,Hydro,Reservoir,,1932,,46.6168313032,8.30758712831,12W-0000000031-O,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Handeck 2",,,,Handegg,CH,215.6,Hydro,Reservoir,,1958,,,,,"Renewable energy",Hydro,,,,https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
"Handeck 3 - Isogyre",,,,Handegg,CH,55.1,Hydro,"Pumped storage",,1976,,46.6156957263,8.30313005616,12W-0000000031-O,"Renewable energy",Hydro,,,"- Zentrale Handeck 3: Pumpen-Turbinenbetrieb mit Isogyre-Maschine     ;   a) 	Im Turbinenbetrieb: Die Isogyre turbiniert das Wasser aus dem Räterichsbodensee. Dieses wird über das Ausgleichsbecken Handeck; 	entweder zur Zentrale Innertkirchen 1 oder über die Reservoirkammern Trift zur Zentrale Hopflauenen (Trift) geleitet ;   b) 	Im Pumpbetrieb: Die Isogyre pumpt das Wasser aus den Reservoirkammern Trift und/oder aus dem Ausgleichsbecken Handeck; 	in den Räterichsbodensee ; - Zentralen Handeck 3 (Isogyre) und Handeck 3 (Pumpzentrale) in einer Kaverne;                    ;       ;                                                     ;          ",https://www.bfe.admin.ch/bfe/de/home/versorgung/statistik-und-geodaten/geoinformation/geodaten/wasser/statistik-der-wasserkraftanlagen.html
